"Stadium","Team","Capacity","Latitude","Longitude","Easting","Northing","Grid Reference","ASSET","CLASS NAME","TAG NUMBER","Also known as","DESCRIPTION"
"Emirates Stadium","Arsenal","60361","51.554901","-0.108436","531236","185697","TQ312856","FC","Stadium","Arsenal","",""
